Commodities,Countries,Time,Customs Value (Gen) ($US) (Default Member),Customs Value (Cons) ($US),CategoryType
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Indonesia,2022,8693,8693.0,Refined/Articles
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Malaysia,2022,231267,231267.0,Refined/Articles
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2024,11342289,11342289.0,Refined/Articles
"3910 Silicones, In Primary Forms",Malaysia,2023,318539,318539.0,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Thailand,2023,9238,9238.0,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Philippines,2024,18139,18139.0,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Malaysia,2023,4838539,4838539.0,Other
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Thailand,2025 through June,155660,155660.0,Other
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Indonesia,2022,1133369,1133369.0,Other
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Thailand,2023,234984,234984.0,Other
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,2024,14485867,14485867.0,Other
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Philippines,2021,11090,11090.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Vietnam,2023,17884,17884.0,Refined/Articles
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2023,11276505,11276505.0,Refined/Articles
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Vietnam,2023,64757,64757.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2021,3361050,3361050.0,Refined/Articles
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Singapore,2022,1379606,1379606.0,Other
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Singapore,2021,5180,5180.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Thailand,2022,420847,420847.0,Refined/Articles
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Thailand,2021,5979,5979.0,Refined/Articles
"3910 Silicones, In Primary Forms",Indonesia,2023,260287,260287.0,Other
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Thailand,2023,88508,88508.0,Other
"3910 Silicones, In Primary Forms",Philippines,2024,3586,3586.0,Other
"3910 Silicones, In Primary Forms",Malaysia,2025 through June,343670,343670.0,Other
"3910 Silicones, In Primary Forms",Thailand,2024,30555192,31184149.0,Other
2820 Manganese Oxides,Indonesia,2024,490000,490000.0,Compound
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Malaysia,2024,502915,502915.0,Other
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Vietnam,2025 through June,573625,573625.0,Compound
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Indonesia,2025 through June,1850041,1850041.0,Other
"2801 Fluorine, Chlorine, Bromine & Iodine",Singapore,2023,3995,3995.0,Other
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Indonesia,2024,3593558,3593558.0,Other
8110 Antimony And Artcls Throf Incl Waste And Scrap,Burma,2021,2826505,3092476.0,Other
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Malaysia,2023,5226435,5226435.0,Compound
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2022,5853952,5853952.0,Refined/Articles
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,2022,45825368,45825368.0,Other
"3910 Silicones, In Primary Forms",Malaysia,2022,1519669,1502319.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Malaysia,2021,83736,83736.0,Refined/Articles
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,2021,71372119,71372119.0,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Vietnam,2021,4699,4699.0,Other
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Vietnam,2022,3680,3680.0,Refined/Articles
"3910 Silicones, In Primary Forms",Vietnam,2021,2572397,2572397.0,Other
"3910 Silicones, In Primary Forms",Thailand,2023,23157519,23171148.0,Other
8110 Antimony And Artcls Throf Incl Waste And Scrap,Burma,2024,2188116,2188116.0,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,2024,55612744,55612744.0,Other
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Singapore,2023,28118,28118.0,Compound
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Thailand,2024,19097,19097.0,Other
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Singapore,2023,34790,34790.0,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,2025 through June,22349125,22349125.0,Other
"3910 Silicones, In Primary Forms",Philippines,2025 through June,6459,6459.0,Other
"3910 Silicones, In Primary Forms",Vietnam,2022,19123559,19123559.0,Other
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Thailand,2025 through June,114401,114401.0,Other
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Singapore,2024,295336,295336.0,Refined/Articles
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Vietnam,2024,64533,64533.0,Refined/Articles
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,2025 through June,9318779,9318779.0,Other
8110 Antimony And Artcls Throf Incl Waste And Scrap,Burma,2023,4220972,4220972.0,Other
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Vietnam,2022,611057,0.0,Other
"3910 Silicones, In Primary Forms",Indonesia,2022,7197915,7197915.0,Other
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,2022,9685574,9685574.0,Other
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Thailand,2025 through June,3317,3317.0,Other
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Malaysia,2024,1641511,1641511.0,Compound
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Vietnam,2024,30194,30194.0,Other
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Malaysia,2021,10218,10218.0,Other
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Philippines,2021,17856,17856.0,Refined/Articles
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Vietnam,2021,35000,35000.0,Refined/Articles
2504 Natural Graphite,Thailand,2024,10094,10094.0,Other
2604 Nickel Ores And Concentrates,Singapore,2025 through June,2145,2145.0,Ore/Raw
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Malaysia,2023,703171,703171.0,Refined/Articles
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Thailand,2025 through June,48279,30926.0,Refined/Articles
8110 Antimony And Artcls Throf Incl Waste And Scrap,Philippines,2025 through June,1534597,1534597.0,Other
8110 Antimony And Artcls Throf Incl Waste And Scrap,Thailand,2024,29835106,29835106.0,Other
282520 Lithium Oxide And Hydroxide,Indonesia,2025 through June,2914,2914.0,Compound
282540 Nickel Oxides And Hydroxides,Indonesia,2021,130897,130897.0,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2021,3118614,3118614.0,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2022,5109533,5109533.0,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2023,4948652,4948652.0,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2024,1794945,1794945.0,Compound
282540 Nickel Oxides And Hydroxides,Philippines,2025 through June,1310775,1310775.0,Compound
282580 Antimony Oxides,Thailand,2021,1992500,1992500.0,Compound
282580 Antimony Oxides,Thailand,2023,2160000,2160000.0,Compound
282580 Antimony Oxides,Thailand,2024,5400000,5400000.0,Compound
282580 Antimony Oxides,Thailand,2025 through June,12342000,12342000.0,Compound
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder",Singapore,2022,4823,4823.0,Other
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Singapore,2021,9815,9815.0,Other
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Thailand,2023,6500,6500.0,Other
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Singapore,2023,79778,79778.0,Other
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Philippines,2024,9548,9548.0,Other
"711049 Iridium, Osmium And Ruthenium, Semimanufactured",Singapore,2025 through June,1116612,1116612.0,Other
850511 Permanent Magnets Made Of Metal,Thailand,2021,792057,792057.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Vietnam,2021,169873,178933.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Cambodia,2021,99111,99111.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Malaysia,2021,59475,59475.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Singapore,2021,107540,107540.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Indonesia,2021,313127,313127.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Philippines,2021,17448912,17448912.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Thailand,2022,649108,649108.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Vietnam,2022,402418,402418.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Malaysia,2022,918603,918603.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Singapore,2022,362500,362500.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Indonesia,2022,5459356,5459356.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Philippines,2022,6684226,6684226.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Thailand,2023,258250,258250.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Vietnam,2023,566890,566890.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Cambodia,2023,46987,46987.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Malaysia,2023,693147,693147.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Singapore,2023,657579,657579.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Indonesia,2023,5476178,5481162.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Philippines,2023,6905136,7200462.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Thailand,2024,274666,274666.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Vietnam,2024,1069338,976296.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Cambodia,2024,200231,185666.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Malaysia,2024,1670265,1670265.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Singapore,2024,1753736,1753736.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Indonesia,2024,6185995,6185995.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Philippines,2024,8894106,9198547.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Thailand,2025 through June,224345,224345.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Vietnam,2025 through June,545050,372735.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Cambodia,2025 through June,141337,141337.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Malaysia,2025 through June,569578,569578.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Singapore,2025 through June,253272,253272.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Indonesia,2025 through June,3548515,3548515.0,Advanced Product
850511 Permanent Magnets Made Of Metal,Philippines,2025 through June,2713846,2713846.0,Advanced Product
"850650 Primary Cells And Batteries, Lithium",Thailand,2021,996749,993961.0,Other
"850650 Primary Cells And Batteries, Lithium",Vietnam,2021,51139,51139.0,Other
"850650 Primary Cells And Batteries, Lithium",Malaysia,2021,709423,816660.0,Other
"850650 Primary Cells And Batteries, Lithium",Singapore,2021,81805108,86261479.0,Other
"850650 Primary Cells And Batteries, Lithium",Indonesia,2021,19463294,19190081.0,Other
"850650 Primary Cells And Batteries, Lithium",Philippines,2021,142090,142090.0,Other
"850650 Primary Cells And Batteries, Lithium",Thailand,2022,1320547,1320547.0,Other
"850650 Primary Cells And Batteries, Lithium",Vietnam,2022,90138,90138.0,Other
"850650 Primary Cells And Batteries, Lithium",Malaysia,2022,1167895,1245814.0,Other
"850650 Primary Cells And Batteries, Lithium",Singapore,2022,83096611,83618805.0,Other
"850650 Primary Cells And Batteries, Lithium",Indonesia,2022,28399903,36446561.0,Other
"850650 Primary Cells And Batteries, Lithium",Philippines,2022,183444,183444.0,Other
"850650 Primary Cells And Batteries, Lithium",Thailand,2023,2230121,2224619.0,Other
"850650 Primary Cells And Batteries, Lithium",Vietnam,2023,100956,95099.0,Other
"850650 Primary Cells And Batteries, Lithium",Malaysia,2023,1577812,1529937.0,Other
"850650 Primary Cells And Batteries, Lithium",Singapore,2023,115767346,115614114.0,Other
"850650 Primary Cells And Batteries, Lithium",Indonesia,2023,25220121,32281412.0,Other
"850650 Primary Cells And Batteries, Lithium",Philippines,2023,163418,167027.0,Other
"850650 Primary Cells And Batteries, Lithium",Thailand,2024,2070619,2070619.0,Other
"850650 Primary Cells And Batteries, Lithium",Vietnam,2024,1253850,1250561.0,Other
"850650 Primary Cells And Batteries, Lithium",Malaysia,2024,1368460,1248961.0,Other
"850650 Primary Cells And Batteries, Lithium",Singapore,2024,73322500,75821037.0,Other
"850650 Primary Cells And Batteries, Lithium",Indonesia,2024,25288668,33566571.0,Other
"850650 Primary Cells And Batteries, Lithium",Philippines,2024,1024288,1026901.0,Other
"850650 Primary Cells And Batteries, Lithium",Thailand,2025 through June,1062973,1062973.0,Other
"850650 Primary Cells And Batteries, Lithium",Vietnam,2025 through June,662071,662071.0,Other
"850650 Primary Cells And Batteries, Lithium",Malaysia,2025 through June,388703,439829.0,Other
"850650 Primary Cells And Batteries, Lithium",Singapore,2025 through June,28665432,28667842.0,Other
"850650 Primary Cells And Batteries, Lithium",Indonesia,2025 through June,14658607,17932297.0,Other
"850650 Primary Cells And Batteries, Lithium",Philippines,2025 through June,103163,105641.0,Other
