Commodities,Countries,Time,Customs Value (Gen) ($US) (Default Member),Customs Value (Cons) ($US)
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Japan,2003,66080605,60755155.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Japan,2007,24271976,15213366.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2001,2070742,
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2005,378484,378484.0
"3910 Silicones, In Primary Forms",Singapore,2003,6110,6110.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Hong Kong,2008,2227168,2227168.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Korea, South",2007,2539448,2539448.0
"3910 Silicones, In Primary Forms",Hong Kong,2004,133855,133855.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Korea, South",2010,246064,246064.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Thailand,2010,107017,107017.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Thailand,2004,7971,7971.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,"Korea, South",2009,22829942,22829942.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Thailand,2002,13177,13177.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Taiwan,2002,1919831,1919831.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2005,400751,400751.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Malaysia,2007,124100,124100.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Hong Kong,2009,2490075,2490075.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2003,77980,77980.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Hong Kong,2001,3197,
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,"Korea, South",2001,258802,
"3910 Silicones, In Primary Forms",Indonesia,2009,763464,763464.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Korea, South",2004,1622596,1622596.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Malaysia,2001,19134,
"3910 Silicones, In Primary Forms",Philippines,2002,368,368.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2003,10233093,10233093.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Hong Kong,2007,2513004,2513004.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Malaysia,2008,41314,41314.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Indonesia,2003,1017099,1017099.0
"3910 Silicones, In Primary Forms",Malaysia,2005,29848,29848.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,"Korea, South",2006,43798823,43798823.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Japan,2001,45098,
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Malaysia,2007,68075,68075.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Singapore,2004,3758,3758.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2004,131606,131606.0
"3910 Silicones, In Primary Forms",Singapore,2006,22381,22381.0
2504 Natural Graphite,Taiwan,2001,184030,
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Singapore,2006,42701,42701.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Thailand,2002,41055,41055.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Indonesia,2010,186785,186785.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Japan,2003,4316520,4316520.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Japan,2001,68254608,
"3910 Silicones, In Primary Forms",Hong Kong,2005,108256,108256.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,2008,126500,126500.0
"2801 Fluorine, Chlorine, Bromine & Iodine","Korea, South",2004,3016,3016.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2002,25032,25032.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Malaysia,2003,6846,6846.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Malaysia,2005,3875,3875.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Hong Kong,2004,59333,59333.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Thailand,2008,3939,3939.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2007,56957347,56957347.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2004,20386246,20386246.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Indonesia,2006,576368,576368.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Singapore,2003,161288,161288.0
2614 Titanium Ores And Concentrates,Malaysia,2002,5140299,5140299.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Japan,2010,135211209,134867403.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Hong Kong,2008,17035,17035.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Malaysia,2004,211889,211889.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Thailand,2005,860355,860355.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2005,4096646,4096646.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Hong Kong,2010,465845,465845.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2007,32376657,32376657.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Japan,2006,11882781,11882781.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Japan,2002,3416992,3416992.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Thailand,2008,441051,441051.0
"3910 Silicones, In Primary Forms",Japan,2004,73710266,72687080.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Taiwan,2008,272789,272789.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,"Korea, South",2010,2468725,2468725.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2010,5670,5670.0
2820 Manganese Oxides,Japan,2010,16087746,16087746.0
2504 Natural Graphite,Taiwan,2010,2400,2400.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Japan,2009,165625859,165625859.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2003,4988,4988.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Hong Kong,2004,1972232,1856204.0
2614 Titanium Ores And Concentrates,"Korea, South",2003,35304,35304.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Japan,2008,15450036,15450036.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Taiwan,2006,4600,4600.0
"3910 Silicones, In Primary Forms",Hong Kong,2010,103040,103040.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Hong Kong,2002,8722,8722.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Hong Kong,2005,445877,445877.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Taiwan,2006,379757,379757.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Mongolia,2009,1405109,1405109.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","Korea, South",2004,41576,41576.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Hong Kong,2001,18770,
"3910 Silicones, In Primary Forms",Philippines,2006,47377,47377.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Malaysia,2002,14473,14473.0
"3910 Silicones, In Primary Forms",Hong Kong,2007,165880,165880.0
2504 Natural Graphite,Japan,2010,2209407,2209407.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Japan,2008,16276072,16274644.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2007,408284,408284.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,"Korea, South",2001,194267,
2614 Titanium Ores And Concentrates,Vietnam,2003,2889488,2889488.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2010,82092,82092.0
2820 Manganese Oxides,Singapore,2010,245100,245100.0
2614 Titanium Ores And Concentrates,Malaysia,2008,2078762,2078762.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Malaysia,2009,111233,111233.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Malaysia,2007,6457,6457.0
2504 Natural Graphite,Japan,2001,3244218,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Singapore,2006,1247919,1247919.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Hong Kong,2010,7307,7307.0
2820 Manganese Oxides,"Korea, South",2006,7511,7511.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,"Korea, South",2007,1509691,1509691.0
2820 Manganese Oxides,"Korea, South",2010,36663,36663.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","Korea, South",2006,1483927,1483927.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,2008,361200,361200.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2005,1119318,1119318.0
2820 Manganese Oxides,Japan,2001,975219,
"2801 Fluorine, Chlorine, Bromine & Iodine",Japan,2002,22696161,22696161.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Mongolia,2008,316800,316800.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Indonesia,2002,515078,515078.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,"Korea, South",2006,761327,90139.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Thailand,2008,204091,204091.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Taiwan,2010,297268,297268.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Hong Kong,2006,313503,313503.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Taiwan,2005,167074,167074.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Thailand,2010,21832,21832.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2008,27876576,27876576.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South",2002,8960360,8960360.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Japan,2010,163416,163416.0
2820 Manganese Oxides,"Korea, South",2009,79297,79297.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Taiwan,2007,268846,268846.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Japan,2004,18201313,18201313.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Japan,2004,113938099,110307498.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Hong Kong,2006,171323,171323.0
2504 Natural Graphite,"Korea, South",2008,6394,6394.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Taiwan,2004,1418796,1418796.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,"Korea, South",2001,18984447,
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,"Korea, South",2004,6400097,6400097.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Indonesia,2008,37940,37940.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,"Korea, South",2004,2512561,2512561.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Taiwan,2001,61588,
"3910 Silicones, In Primary Forms","Korea, South",2006,1577094,1577094.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Taiwan,2008,4313956,4313956.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Japan,2006,18871024,16246399.0
"3910 Silicones, In Primary Forms",Malaysia,2006,4913,4913.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2010,1093167,1093167.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Indonesia,2004,39914,39914.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Hong Kong,2005,30037,30037.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2006,3247772,3247772.0
2504 Natural Graphite,Japan,2008,1502562,1502562.0
"3910 Silicones, In Primary Forms",Thailand,2007,27205058,27205058.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Malaysia,2007,87560,87560.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,2003,49212,49212.0
2820 Manganese Oxides,Singapore,2008,206150,206150.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","Korea, South",2009,1195463,1195463.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Malaysia,2004,7546,7546.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,2001,26128,
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Philippines,2006,10979,10979.0
"3910 Silicones, In Primary Forms",Taiwan,2009,287460,287460.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","Korea, South",2003,131045,131045.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2002,4890,4890.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Taiwan,2010,5944620,5944620.0
2604 Nickel Ores And Concentrates,Indonesia,2002,3200,3200.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Hong Kong,2010,201688,201688.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Indonesia,2006,2568,2568.0
"2801 Fluorine, Chlorine, Bromine & Iodine",Japan,2008,18393054,18393054.0
2504 Natural Graphite,"Korea, South",2010,8969,8969.0
"3910 Silicones, In Primary Forms",Taiwan,2007,232172,232172.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2001,40360,
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Japan,2007,15364290,14106150.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,"Korea, South",2007,33648779,33648779.0
"3910 Silicones, In Primary Forms",Taiwan,2004,128327,128327.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Taiwan,2008,89280,89280.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Taiwan,2002,855722,855722.0
2614 Titanium Ores And Concentrates,Malaysia,2006,4301600,4301600.0
"3910 Silicones, In Primary Forms",Hong Kong,2006,275388,275388.0
"3910 Silicones, In Primary Forms",Philippines,2009,2340,2340.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Malaysia,2006,6900,6900.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Japan,2002,3486145,3486145.0
"3910 Silicones, In Primary Forms",Hong Kong,2009,745188,745188.0
2504 Natural Graphite,"Korea, South",2001,2127,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Singapore,2007,261112,261112.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Japan,2002,7113010,7115965.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Indonesia,2004,14616,14616.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Taiwan,2005,87398,87398.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Taiwan,2003,11025,11025.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Korea, South",2006,4787252,4787252.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,2006,1726555,1726555.0
2614 Titanium Ores And Concentrates,Japan,2004,5034,5034.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,"Korea, South",2007,1093499,120506.0
"3910 Silicones, In Primary Forms",Vietnam,2008,4322,4322.0
2614 Titanium Ores And Concentrates,Malaysia,2009,2920983,2920983.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,"Korea, South",2010,6190,6190.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Thailand,2003,2269,2269.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Thailand,2007,6108826,6108826.0
"3910 Silicones, In Primary Forms","Korea, South",2008,2686538,2686538.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Japan,2007,161313566,161350585.0
"3910 Silicones, In Primary Forms",Philippines,2010,171976,171976.0
2504 Natural Graphite,Japan,2006,916690,916690.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Vietnam,2003,88257,88257.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Taiwan,2009,5805007,5805007.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Japan,2008,77674,77674.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Laos,2010,46014,46014.0
2820 Manganese Oxides,Japan,2004,4102608,4102608.0
"2801 Fluorine, Chlorine, Bromine & Iodine",Japan,2010,19129428,19129428.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Hong Kong,2006,518476,518476.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Japan,2008,37187801,37187801.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Singapore,2001,2500,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Macau,2004,83799,83799.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Thailand,2007,19501,19501.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Hong Kong,2001,2385968,
"3910 Silicones, In Primary Forms",Taiwan,2002,172605,172605.0
2820 Manganese Oxides,Japan,2007,5078647,5078647.0
2820 Manganese Oxides,Indonesia,2006,74516,74516.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Hong Kong,2004,115900,115900.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Japan,2004,14419,14419.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Singapore,2005,92112,92112.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Thailand,2010,203902,203902.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Hong Kong,2006,77900,77900.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Thailand,2001,23408,
"3910 Silicones, In Primary Forms",Singapore,2007,9195,9195.0
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm",Singapore,2005,5124190,5124190.0
7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide,Malaysia,2007,137526,137526.0
"2801 Fluorine, Chlorine, Bromine & Iodine",Singapore,2008,4000,4000.0
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Singapore,2004,144786,144786.0
"3910 Silicones, In Primary Forms",Indonesia,2005,660,660.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,Japan,2005,9842541,9842541.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Korea, South",2001,54606,
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles",Taiwan,2007,336300,336300.0
2614 Titanium Ores And Concentrates,Vietnam,2002,1181212,1181212.0
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap",Philippines,2008,4843,4843.0
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Japan,2005,24998145,24998145.0
2603 Copper Ores And Concentrates,Indonesia,2002,5723332,5723332.0
7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide,"Korea, South",2002,320373,320373.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Korea, South",2008,2337946,2337946.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Japan,2001,18138098,
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Hong Kong,2007,64387,64387.0
"3910 Silicones, In Primary Forms",Taiwan,2010,664932,664932.0
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Indonesia,2006,16499,16499.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Japan,2007,2098,2098.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,2008,914773,914773.0
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Korea, South",2005,3525165,3525165.0
"3910 Silicones, In Primary Forms",Malaysia,2009,50030,50030.0
8110 Antimony And Artcls Throf Incl Waste And Scrap,Taiwan,2005,72950,72950.0
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap",Japan,2010,38700,38700.0
